fund_short_name,fund_name,register_number,price_type,tag,strategy
顽岩稳健1号A类,顽岩稳健1号私募投资基金A类份额,W3871A,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
思瑞玉衡可转债精选,思瑞玉衡可转债精选私募证券投资基金,SVM078,2,{'company': ['中波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': '量化'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': '量化'}}"
傲创赢多1号,傲创赢多1号私募证券投资基金,SVN148,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
佳泽臻和一号,佳泽臻和一号私募证券投资基金,SVM593,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}}"
罗维盈安启航共赢3号,罗维盈安启航共赢3号私募证券投资基金,SVK933,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,基本面,低频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '低频,基本面,500中性'}}"
易者共赢1号,易者共赢1号私募证券投资基金,SVN330,2,{'company': ['中波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '农产,交易型'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': '交易型'}}"
国优魔方汇稳健对冲,国优魔方汇稳健对冲私募证券投资基金,SVN404,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期权套利', 'strategy_three': ''}}"
君宜折价策略1号,君宜折价策略1号私募证券投资基金,SVM936,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '股票套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '股票套利', 'strategy_three': ''}}"
北京雪球长雪宏观对冲,北京雪球长雪宏观对冲私募证券投资基金,SVL590,2,{'company': ['高波']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': '配置型,量化,主观'}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '宏观策略', 'strategy_three': ''}}"
德贝中证1000指数增强1号,德贝中证1000指数增强1号私募证券投资基金,SVL369,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '中频,另类因子'}}"
时间序列红橡多策略套利一号,时间序列红橡多策略套利一号私募证券投资基金,SVH992,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
稳博创新一号A类,稳博创新一号私募证券投资基金A类份额,LJ648A,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,中频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频,量价,500中性'}}"
稳博中性稳稳系列3号A类,稳博中性稳稳系列3号私募证券投资基金A类份额,SS150A,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,中频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频,量价'}}"
国优卷柏稳健对冲24号,国优卷柏稳健对冲24号私募证券投资基金,SVN510,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '期权多策略'}}"
因诺天丰89号,因诺天丰89号私募证券投资基金,SVM485,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
采莲红台2号,采莲红台2号私募证券投资基金,SVM130,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': ''}}"
理博红橡中性1号,理博红橡中性1号私募证券投资基金,SVK321,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,基本面,低频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
瀚鑫泰安十一号,瀚鑫泰安十一号私募证券投资基金,SVC879,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '择时择股'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
前海久盈曦尧一号,前海久盈曦尧一号私募证券投资基金,STP587,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}}"
托特市场中性2号A类,托特市场中性2号私募证券投资基金A类份额,VL645A,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,中频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频,量价'}}"
具力芒种6号A类,具力芒种6号私募证券投资基金A类份额,VA617A,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '可转债多头', 'strategy_three': ''}}"
博孚利九幺幺定制FOF3号,博孚利九幺幺定制FOF3号私募证券投资基金,SVM194,2,{'company': ['定制型FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
汇利玖奕4号A类,汇利玖奕4号私募证券投资基金A类份额,TT757A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
汇利玖奕3号A类,汇利玖奕3号私募证券投资基金A类份额,TT749A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
汇利玖奕2号A类,汇利玖奕2号私募证券投资基金A类份额,TT722A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
博孚利钟潭噌响,博孚利钟潭噌响私募证券投资基金,SVJ640,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
托特市场中性2号,托特市场中性2号私募证券投资基金,SVL645,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '量价,中频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '中频,量价'}}"
博孚利涌金7号,博孚利涌金7号私募证券投资基金,SVJ634,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
汇富联合日盈9号,汇富联合日盈9号私募证券投资基金,SVM571,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
信诺指增1号,信诺指增1号私募证券投资基金,SVN337,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
汇富联合日盈8号,汇富联合日盈8号私募证券投资基金,SVM053,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
上国象量化CTA二号,上国象量化CTA二号私募证券投资基金,SVL251,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
善择稳进10号,善择稳进10号私募证券投资基金,SVK908,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': ''}}"
博孚利梅寺晨钟,博孚利梅寺晨钟私募证券投资基金,SVJ635,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
国优卷柏阿尔法增强1号,国优卷柏阿尔法增强1号私募证券投资基金,SVB969,2,{'company': ['高波']},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': '衍生品'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}}"
托特中证1000指数增强1号,托特中证1000指数增强1号私募证券投资基金,SVK180,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增,量价,中频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': '中频,量价'}}"
万众励合进取1号,万众励合进取1号私募证券投资基金,SVL895,2,{'company': None},"{'company': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': ''}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': ''}}"
汇富联合日盈7号,汇富联合日盈7号私募证券投资基金,SVL625,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
托特CTA1号,托特CTA1号私募证券投资基金,SVK193,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}}"
中孚兴选期权量化一号,中孚兴选期权量化一号私募证券投资基金,SVL351,2,{'company': None},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '金融卖波'}, 'platform': {'strategy_one': '期权策略', 'strategy_two': '场内期权', 'strategy_three': '定价卖波'}}"
量盈量化指增3号,量盈量化指增3号私募证券投资基金,SVK276,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
博孚利涵盈9号,博孚利涵盈9号私募证券投资基金,SVK088,2,{'company': ['高波FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利青璜2号,博孚利青璜2号私募证券投资基金,SVL530,2,{'company': ['中波FOF']},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
云杉树广利转债增强2号,云杉树广利转债增强2号私募证券投资基金,SVK219,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
博孚利柳桥春晓,博孚利柳桥春晓私募证券投资基金,SVJ642,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利兼贝尊享29号,博孚利兼贝尊享29号私募证券投资基金,SVL090,2,{'company': ['定制型FOF']},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利多策略十一号B类,博孚利多策略十一号私募证券投资基金B类,TB092B,2,{'company': ['交易型产品']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
测度CTA多策略2号,测度CTA多策略2号私募证券投资基金,SVK207,2,{'company': ['高波']},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}}"
博孚利南山松柏,博孚利南山松柏私募证券投资基金,SVJ637,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利-财鑫科均衡5号,博孚利-财鑫科均衡5号私募证券投资基金,STS428,2,{'company': ['指增FOF']},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
锦徽鑫科500指增,锦徽鑫科500指增私募证券投资基金,SVJ727,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '中频,量价'}}"
靖戈量化平稳对冲一号,靖戈量化平稳对冲一号私募证券投资基金,SVJ114,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '量化选股', 'strategy_three': ''}}"
玄信鑫瑞1号,玄信鑫瑞1号私募证券投资基金,SVJ421,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': ''}}"
锐天平信1000指增1号,锐天平信1000指增1号私募证券投资基金,SVD162,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '1000指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
杉阳云杉转债1号A类,杉阳云杉转债1号私募证券投资基金A类份额,LE395A,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '可转债套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '可转债套利', 'strategy_three': '融券对冲'}}"
稳博红樱桃8号A类,稳博红樱桃8号私募基金A类份额,S5034A,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票T0', 'strategy_three': ''}}"
博孚利木兰春涨,博孚利木兰春涨私募证券投资基金,SVJ639,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
香农中性对冲1号,香农中性对冲1号私募证券投资基金,SVG604,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,量价,高频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '高频,量价,500中性'}}"
广聚星合汇达1号,广聚星合汇达1号私募证券投资基金,STW712,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '中高频'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '股指'}}"
佳岳-实投聚配2号,佳岳-实投聚配2号私募证券投资基金,SVG861,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
广州量化智鑫500指数增强1号,广州量化智鑫500指数增强1号私募证券投资基金,SVH080,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
永利10号,永利10号私募证券投资基金,SVF213,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
博孚利财鸿1号,博孚利财鸿1号私募证券投资基金,SVE102,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
善择稳进9号,善择稳进9号私募证券投资基金,STL592,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '债券策略', 'strategy_two': '信用债', 'strategy_three': ''}}"
量魁高频微结构二号,量魁高频微结构二号私募证券投资基金,STB556,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
博孚利西湖水镜,博孚利西湖水镜私募证券投资基金,SVJ636,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
橡木橡果A类,橡木橡果私募证券投资基金A类份额,EL802A,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '300指增', 'strategy_three': ''}}"
华软新动力精选指数增强8号,华软新动力精选指数增强8号私募证券投资基金,SVH526,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}}"
思勰投资正好混合中性39号B类,思勰投资正好混合中性39号私募投资基金B类份额,Y3208B,2,{'company': None},"{'company': {'strategy_one': '其他策略', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
蒙玺国证2000指数量化1号B类,蒙玺国证2000指数量化1号私募证券投资基金B类份额,VA137B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '2000指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '2000指增', 'strategy_three': '高频,量价'}}"
澜熙趋势先锋2号,澜熙趋势先锋2号私募证券投资基金,SVF669,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}}"
鼎一兑弈聚配一号,鼎一兑弈聚配一号私募证券投资基金,SVF054,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '时序'}}"
鸿熵启航稳健1号,鸿熵启航稳健1号私募证券投资基金,SVD991,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
鸣熙金选套利1号-B类份额,鸣熙金选套利1号私募证券投资基金-B类份额,QJ640B,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '期货套利', 'strategy_three': ''}}"
汇利玖奕6号A类,汇利玖奕6号私募证券投资基金A类份额,VG908A,2,{'company': None},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': ''}}"
量道富祥cta7号B类,量道富祥cta7号私募证券投资基金B类,EQ082B,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}}"
量道富祥cta7号A类,量道富祥cta7号私募证券投资基金A类,EQ082A,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}}"
量道CTA精选18号A,量道CTA精选18号私募证券投资基金A类,QU658A,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
致邃投资-智慧矩阵指数增强量化1号B类,致邃投资-智慧矩阵指数增强量化1号私募证券投资基金B类,NQ460B,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': '高频,量价'}}"
国恩优孚CTA多策略7号,国恩优孚CTA多策略7号私募证券投资基金,SVE591,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '混合均衡'}}"
汇利玖奕6号,汇利玖奕6号私募证券投资基金,SVG908,2,{'company': None},"{'company': {'strategy_one': '套利策略', 'strategy_two': 'ETF套利', 'strategy_three': ''}, 'platform': {'strategy_one': '套利策略', 'strategy_two': '基金套利', 'strategy_three': ''}}"
小黑妞中证1000指数增强1号,小黑妞中证1000指数增强1号私募证券投资基金,SVH060,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '1000指增', 'strategy_three': ''}}"
博孚利东山晓旭B类,博孚利东山晓旭私募证券投资基金B类,VE814B,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
博孚利东山晓旭A类,博孚利东山晓旭私募证券投资基金A类,VE814A,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
复利瓴宇财道1号3期A类,复利瓴宇财道1号3期私募证券投资基金A类份额,VF299A,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
泽善量化精选1号,泽善量化精选1号私募证券投资基金,SVG113,2,{'company': ['低波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '打板', 'strategy_three': '强势股,量化'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '择时对冲', 'strategy_three': '仓位择时,量化'}}"
博孚利东山晓旭,博孚利东山晓旭私募证券投资基金,SVE814,2,{'company': ['场外衍生品产品']},"{'company': {'strategy_one': '期权策略', 'strategy_two': '场外期权', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
臻瓴致远稳健定投1号,臻瓴致远稳健定投1号私募证券投资基金,SVG286,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
点钢投资点睿5号,点钢投资点睿5号私募证券投资基金,SVB108,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '主观期货', 'strategy_three': ''}}"
瞰点中证500指增951号,瞰点中证500指增951号私募证券投资基金,SVD137,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '指数增强', 'strategy_three': '500指增,量价,高频'}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '500指增', 'strategy_three': ''}}"
子辰盛丰量化对冲一号,子辰盛丰量化对冲一号私募证券投资基金,SVE788,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': ''}}"
金时迎来A类,金时迎来私募证券投资基金A类,TT941A,2,{'company': None},"{'company': {'strategy_one': '其他策略', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '多资产策略', 'strategy_two': '复合策略', 'strategy_three': ''}}"
华软新动力精选指数增强7号,华软新动力精选指数增强7号私募证券投资基金,SVE953,2,{'company': None},"{'company': {'strategy_one': '', 'strategy_two': '', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '另类多头', 'strategy_three': ''}}"
沁源全球精选2号,沁源全球精选2号私募证券投资基金,SSR239,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票多空', 'strategy_three': ''}}"
复利瓴宇财道1号3期,复利瓴宇财道1号3期私募证券投资基金,SVF299,2,{'company': None},"{'company': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}, 'platform': {'strategy_one': '股票多头', 'strategy_two': '主观多头', 'strategy_three': ''}}"
概率中性1号,概率中性1号私募证券投资基金,SVB548,2,{'company': ['中波']},"{'company': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '500中性,量价,高频'}, 'platform': {'strategy_one': '股票对冲', 'strategy_two': '股票市场中性', 'strategy_three': '高频,量价,500中性'}}"
国金证券城泰1号FOF,国金证券城泰1号FOF单一资产管理计划,SVF489,2,{'company': None},"{'company': {'strategy_one': '多资产策略', 'strategy_two': 'FOF', 'strategy_three': ''}, 'platform': {'strategy_one': '组合策略', 'strategy_two': 'FOF', 'strategy_three': ''}}"
量道富祥cta7号,量道富祥cta7号私募证券投资基金,SEQ082,2,{'company': None},"{'company': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}, 'platform': {'strategy_one': '期货策略', 'strategy_two': '量化期货', 'strategy_three': '截面'}}"
